country,product_desc,city,source,buyer_name,hs_code,email
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,QUANG DUONG INTERNATIONAL TRADING JOINT STOCK COMPANY(Cng Ty C Phn Thng Mi Quc T Quang Dn,330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,MT SCIENTIFIC EQUIPMENT CO.LTD(Cng Ty TNHH Thit B Khoa Hc K Thut M Thnh),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,HEALTH DEVELOPMENT GROUP JOINT STOCK COMPANY(Cng Ty C Phn Group Pht Trin Sc Khe),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,MEDITOP INTERNATIONAL TRADING JOINT STOCK COMPANY(Cng Ty C Phn Thng Mi Quc T Meditop),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,HAI HA MEDICAL EQUIPMENT SERVICE TRADING COMPANY LIMITED(Cng Ty TNHH Thng Mi Dch V Trang Thi,330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,MLIGHT JOINT STOCK COMPANY(Cng Ty C Phn MLIGHT),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,JOLITOUCH COMPANY LIMITED(Cng Ty TNHH JoliTouch),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,VIET LIEN TECHNOLOGY COMPANY LIMITED(Cng Ty TNHH Mt Thnh Vin K Thut Vit Lin),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,VIET TIEN TECHNOLOGY INVESTMENT AND DEVELOPMENT JOINT STOCK COMPANY (Cng Ty C Phn u T V Pht,330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,VIET NHA TRADING AND SERVICES COMPANY LIMITED(Cng Ty Tnhh Thng Mi V Dch V Vit Nha),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,"CAT THANH TRADING CO., LTD(Cng Ty TNHH Thng Mi Dc Phm Ct Thnh)",330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,AV BEAUTY & HEALTHY COMPANY LIMITED(Cng ty TNHH AV Beauty & Health),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,MUSE MEDICAL COMPANY LIMITED (Cng ty TNHH Muse Medical),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,"PHUONG PHAT CO., LTD(Cng Ty TNHH Thng Mi Dich V Phng Pht)",330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,"PK COSMETICS TRADING CO., LTD(Cng ty TNHH TM M Phm PK)",330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,DEP HOAN MY COMPANY LIMITED(Cng Ty TNHH p Hon M),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,"FARMACARE CO.,LTD(Cng Ty TNHH FARMACARE)",330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,"SEARI _ SOUTH EAST ASIA RESEARCH INSTITUTE CO.,LTD (Cng Ty TNHH South East Asia Research Institude)",330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,TRI VIET ELECTRONIC TECHNOLOGY TECHNICAL CO. LTD.(Cng Ty Tnhh K Thut Cng Ngh in T Tr Vit),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,SAKAE PHARMACEUTICALS JOINT STOCK COMPANY (Cng Ty C Phn Dc Phm SAKAE),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,PHUONG QUANG TECHNOLOGY TRADING JOINT STOCK COMPANY (Cng Ty C Phn Thng Mi Cng Ngh Phng Qu,330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,"KIEN GIA BINH CO., LTD(Cng Ty u T - Thng Mi - Dch V Quc T Kin Gia Bnh)",330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,"MEDIWORLD CO., LTD(Cng Ty TNHH Mediworld)",330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,A&A INTERNATIONAL AESTHETIC LIMITED COMPANY(Cng Ty TNHH Thm M Quc T A&A),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,G - WORLD TRADING LIMITED LIABILITY COMPANY(Cng Ty TNHH Thng Mi G - World),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,PS MEDICAL COMPANY LIMITED (Cng Ty TNHH PS Medical),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,AVA COSMETIC SURGERY HOSPITAL COMPANY LIMITED (Cng ty TNHH Bnh Vin Thm M Ava),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,"GIAO TRADING CO.,LTD(Cng Ty TNHH Thng Mi Giao)",330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,Viva Group Joint Stock Company(Cng ty C phn Tp đon VIVAGROUP),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,"MEDISOL CO., LTD(Cng ty TNHH Medisol)",330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,"ECOPATH SOUTHERN.,JSC(Cng Ty C Phn Ecopath Min Nam)",330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,MINH TRI MEDICAL EQUIPMENT COMPANY LIMITED(Cng ty TNHH Thit b y t Minh Tr),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,SAIGONMIT MEDICAL INSTRUMENT & IMAGING TECHNOLOGIES CORP.(Cng Ty CP Thit B Y T & K Thut Hnh,330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,TRUNG HAI SCIENCE TECHNOLOGY EQUIPMENT COMPANY LIMITED(Cng ty TNHH Thit b Khoa hc K thut Trun,330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,"HLP FLAVOURING CO., LTD (Cng ty TNHH hng liu Php HLP)",330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,VIVA A MY SERVICES AND TRADING COMPANY LIMITED(Cng ty TNHH Thng mi v Dch v Viva  M),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,MINH KHUONG TRADING COMPANY LIMITED (Cng ty TNHH Thng mi Minh Khng),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,DAI PHU AN PHARMACEUTICAL COMPANY LIMITED(Cng Ty TNHH Dc phm i Ph An),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,SPA TROPIC (Cng Ty TNHH Spa Tropic),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,MINH MY TRADE - SERVICE COMPANY LIMITED(CNG TY TNHH THNG MI - DCH V MINH MY),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,TRUONG HAI COSMETICS COMPANY LIMITED (Cng Ty TNHH Trng Hi Cosmetics),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,GIA HY IMPORT EXPORT - SERVICE - TRADING COMPANY LIMITED(Cng Ty TNHH Thng Mi - Dch V - Xut N,330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,MYA International Co.Ltd (M  INTERNATIONAL),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,VIET GIA MEDICAL EQUIPMENT JOINT STOCK COMPANY (CNG TY C PHN THIT B Y T VIT GIA),330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,"VIETCARE SOLUTIONS CO.,LTD(Cng Ty TNHH Vietcare Solutions)",330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,"HOA MAI MEDICAL & COSMETIC TRADING CO., LTD (Cng ty Thit B Y T V M Phm Hoa Mai)",330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,"LINK&CO CO., LTD(CNG TY TNHH LINK&CO)",330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,"GETINGE VIETNAM CO., LTD(CNG TY TNHH GETINGE VIT NAM)",330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,"HTL CO.,LTD(CNG TY TNHH THNG MI DCH V H.T.L)",330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,"NGOC LAN MEDICAL EQUIPMENT CO.,LTD. (CNG TY TNHH TRANG THIT B Y T NGC LAN)",330499.0,
VN,skin_care,Ho Chi Minh City,KOTRA_SNS,BEAUTY PARTNERS VIETNAM COMPANY LIMITED(Cng ty TNHH Beauty Partners Vietnam),330499.0,
KZ,beauty,Актобе,KOTRA_SNS,ТОО Jadyra’s,330499.0,
KZ,beauty,Алматы,KOTRA_SNS,IP Marina Kim,330499.0,
KZ,beauty,Алматы,KOTRA_SNS,Richfit,330499.0,
KZ,beauty,Almaty,KOTRA_SNS,KLF Group,330499.0,
KZ,beauty,Алматы/ Асу кент,KOTRA_SNS,Yono,330499.0,
RU,Vussen Brightening & Whitening Toothpaste,Vladivostok,KOTRA_SNS,"Aquatransgroup Co., Ltd",330610.0,
RU,QFORET Sharon Hydrating Toothpaste for Dry Mouth Relief,Vladivostok,KOTRA_SNS,"Aquatransgroup Co., Ltd",330610.0,
RU,JJBIO ESSENFIT TOOTHPASTE,Vladivostok,KOTRA_SNS,"Aquatransgroup Co., Ltd",330610.0,
RU,TOOSTY Custard Pudding Toothpaste 80g,Vladivostok,KOTRA_SNS,"Aquatransgroup Co., Ltd",330610.0,
RU,The Excellent Effects of Cleaning and Moisturizing Are the Same. Large Capacity,Vladivostok,KOTRA_SNS,"Aquatransgroup Co., Ltd",330790.0,
RU,Eau de Parfum 50ml Sumuk,Vladivostok,KOTRA_SNS,"Aquatransgroup Co., Ltd",330300.0,
RU,Dr.Bio Sea Salt Relaxing Shampoo 750ml,Vladivostok,KOTRA_SNS,"Aquatransgroup Co., Ltd",330510.0,
RU,ODM Korean Cosmetics Company,Vladivostok,KOTRA_SNS,"Aquatransgroup Co., Ltd",330499.0,
RU,ESSELLOBNC Real Ampoule,Vladivostok,KOTRA_SNS,"Aquatransgroup Co., Ltd",330499.0,
RU,VARIHOPE AHA BHA PHA Refining Boost Pad,Vladivostok,KOTRA_SNS,"Aquatransgroup Co., Ltd",330499.0,
RU,VARIHOPE Biotics Signature Cream,Vladivostok,KOTRA_SNS,"Aquatransgroup Co., Ltd",330499.0,
RU,RADIEUX Aquaboost Sheet Mask,Vladivostok,KOTRA_SNS,"Aquatransgroup Co., Ltd",330499.0,
RU,Moment of me Lip Balm,Vladivostok,KOTRA_SNS,"Aquatransgroup Co., Ltd",330410.0,
RU,Slowchaga Hydra Calm Face Eye Serum,Vladivostok,KOTRA_SNS,"Aquatransgroup Co., Ltd",330499.0,
RU,ENOUGH Collagen 3X Moisture Cream,Vladivostok,KOTRA_SNS,"Aquatransgroup Co., Ltd",330499.0,
RU,AVCA Beer Yeast Anti Hair Loss Scalp Care Shampoo 1L,Vladivostok,KOTRA_SNS,"Aquatransgroup Co., Ltd",330510.0,
NO,genocell_btoxcell_cushion_13g,Tønsberg,KOTRA_SNS,The Beauty Corner by Gabriela,330499.0,
IE,genocell_btoxcell_cushion_13g,Limerick,KOTRA_SNS,Donna’s diamond,330499.0,
UZ,genocell_btoxcell_cushion_13g,Tashkent,KOTRA_SNS,Ташкент,330499.0,
UZ,genocell_btoxcell_cushion_13g,Kokand,KOTRA_SNS,iphone,330499.0,
FR,genocell_btoxcell_cushion_13g,Lyon,KOTRA_SNS,CSV,330499.0,
AL,genocell_btoxcell_cushion_13g,Durres,KOTRA_SNS,Punime Hidraulike,330499.0,
IN,MAY ISLAND 7Days Secret Sleeping Mask Pack,Mumbai,KOTRA_SNS,Odhavram,330499.0,
IN,MAY ISLAND 7Days Secret Sleeping Mask Pack,Mumbai,KOTRA_SNS,Innovative_corner,330499.0,
IN,MAY ISLAND 7Days Secret Sleeping Mask Pack,"Ahmednagar, Maharashtra",KOTRA_SNS,Biodelight Healthcare,330499.0,
IN,MAY ISLAND 7Days Secret Sleeping Mask Pack,Mumbai,KOTRA_SNS,Aiman's Corner,330499.0,
IN,MAY ISLAND 7Days Secret Sleeping Mask Pack,Mumbai,KOTRA_SNS,Of By For People,330499.0,
IN,MAY ISLAND 7Days Secret Sleeping Mask Pack,Mumbai,KOTRA_SNS,All About Windows Pvt Ltd,330499.0,
IN,MAY ISLAND 7Days Secret Sleeping Mask Pack,Mumbai,KOTRA_SNS,Amrita,330499.0,
MY,MAY ISLAND 7Days Secret Sleeping Mask Pack,Delhi,KOTRA_SNS,Big Blue Bubble Media,330499.0,
US,MAY ISLAND 7Days Secret Sleeping Mask Pack,mumbai,KOTRA_SNS,dvv,330499.0,
IN,MAY ISLAND 7Days Secret Sleeping Mask Pack,Mumbai,KOTRA_SNS,MissKyra,330499.0,
Mxico,Beauty,Mxico,KOTRA_SNS,Etienne Korean Beauty And Products,330410.0,
Mxico,Beauty,Mxico,KOTRA_SNS,Lievant,330410.0,
AE,S Beet 4 Set,Dubai,KOTRA_SNS,Walgreen,330499.0,
AE,S Beet 4 Set,Dubai,KOTRA_SNS,Hi interested sales marketing i have costumers,330499.0,
AE,S Beet 4 Set,Dubai,KOTRA_SNS,Maria,330499.0,
AE,S Beet 4 Set,Dubai,KOTRA_SNS,Kenan supplies,330499.0,
AE,S Beet 4 Set,Dubai,KOTRA_SNS,Start Consult,330499.0,
KZ,beauty,Алматы,KOTRA_SNS,FamStore,330499.0,
KZ,beauty,Алматы,KOTRA_SNS,TOO PPMG,330499.0,
KZ,beauty,Алматы,KOTRA_SNS,Arukstore,330499.0,
KZ,beauty,Алматы,KOTRA_SNS,Нету,330499.0,
KZ,beauty,Алматы,KOTRA_SNS,Мед центр,330499.0,
KZ,beauty,Almaty,KOTRA_SNS,Universal trade,330499.0,
KZ,beauty,Almaty,KOTRA_SNS,0,330499.0,
KZ,beauty,Алматы,KOTRA_SNS,Бравый барбершоп,330499.0,
KZ,beauty,Алматы,KOTRA_SNS,ИП BB STORE,330499.0,
KG,beauty,Бишкек,KOTRA_SNS,Вайлберис ИП,330499.0,
KZ,beauty,Алматы,KOTRA_SNS,Llais,330499.0,
KZ,beauty,Алматы,KOTRA_SNS,ТОО Азия,330499.0,
FR,D Staion Volume Up and Shine Pet Shampoo,France,KOTRA_SNS,Vetosphere,330790.0,
TR,Nano Nutrition Shampoo and Toner for Pet,Trkei,KOTRA_SNS,santavet,330790.0,
Mxico,Beauty,Mxico,KOTRA_SNS,El Puerto de Liverpool,330410.0,
KZ,beauty,Алматы,KOTRA_SNS,ип,330499.0,
FR,D Staion Volume Up and Shine Pet Shampoo,Le Gua,KOTRA_SNS,Vetosphere,330790.0,
TR,Nano Nutrition Shampoo and Toner for Pet,Istanbul,KOTRA_SNS,santavet,330790.0,
RU,Prunus Ultra White Shampoo,Vladivostok,KOTRA_SNS,IE Mikheeva,330790.0,
KZ,beauty,Almaty,KOTRA_SNS,Авиакомпания,330499.0,
AZ,beauty,Баку,KOTRA_SNS,wholesale,330499.0,
MN,beauty,Ulaanbaatar,KOTRA_SNS,Mkm cosmetics llc,330499.0,
UZ,beauty,Tashkend,KOTRA_SNS,Besco LTD,330499.0,
UZ,beauty,Tashkent,KOTRA_SNS,KOKOS+,330499.0,
VN,beauty,Hanoi,KOTRA_SNS,H Ni,330499.0,
ID,beauty,jakarta,KOTRA_SNS,narendra23,330499.0,
ID,beauty,Palembang,KOTRA_SNS,ksjsjn,330499.0,
US,beauty,us,KOTRA_SNS,no,330499.0,
PH,beauty,Tagkawayan,KOTRA_SNS,"TAGKAWAYAN, QUEZON",330499.0,
ID,beauty,surabaya,KOTRA_SNS,pribadi,330499.0,
US,beauty,Berkeley,KOTRA_SNS,Rich Rnrich USA,330499.0,
KR,beauty,Hyderabad,KOTRA_SNS,shahryar traders,330499.0,
US,beauty,Hyderabad,KOTRA_SNS,Freelancer,330499.0,
PK,beauty,Karachi,KOTRA_SNS,Theskinfit.com,330499.0,
BD,beauty,Sylhet,KOTRA_SNS,Shabina Treders,330499.0,
PK,beauty,Lahore,KOTRA_SNS,Yellostone,330499.0,
PK,beauty,Islamabad,KOTRA_SNS,Confidential,330499.0,
NG,beauty,Abuja,KOTRA_SNS,Beautiful Things,330499.0,
KE,beauty,Nairobi,KOTRA_SNS,ONLINE NETWORK MARKETING,330499.0,
PL,beauty,Warsaw,KOTRA_SNS,Newu sp z o o,330499.0,
GR,beauty,Athens,KOTRA_SNS,WELLNESS-STUDIO,330499.0,
GB,beauty,London,KOTRA_SNS,W SUN BODY CARE,330499.0,
US,beauty,Athens,KOTRA_SNS,cleanmag,330499.0,
PL,beauty,Warszawa,KOTRA_SNS,Milton CDI,330499.0,
AT,beauty,Vienna,KOTRA_SNS,Selbstndig,330499.0,
PL,beauty,Wrocław,KOTRA_SNS,Meteor Investment Management Ltd,330499.0,
GR,beauty,Athens,KOTRA_SNS,Dr Prinou,330499.0,
RO,beauty,Bucharest,KOTRA_SNS,Hipnosis Trading Co SRL,330499.0,
BE,beauty,BRUSSELS,KOTRA_SNS,Urban Therapy,330499.0,
NL,beauty,Apeldoorn,KOTRA_SNS,nk,330499.0,
US,beauty,Milano,KOTRA_SNS,Marghe.Shop,330499.0,
GR,beauty,Athens,KOTRA_SNS,Corpcom Limited,330499.0,
FR,beauty,Hinigaran,KOTRA_SNS,SM City Bicutan,330499.0,
AR,beauty,pilar,KOTRA_SNS,YouTube,330499.0,
US,beauty,Miami,KOTRA_SNS,mald9nadl,330499.0,
MX,beauty,Ciudad de Mxico,KOTRA_SNS,Bgyvh,330499.0,
BR,beauty,salta,KOTRA_SNS,merry sun,330499.0,
US,beauty,Santiago de Cali,KOTRA_SNS,Electricosacosta,330499.0,
MA,beauty,Youssoufia,KOTRA_SNS,Sayks,330499.0,
JO,beauty,Amman,KOTRA_SNS,Integrated S and T,330499.0,
AE,beauty,Abu Dhabi,KOTRA_SNS,Puretrade,330499.0,
US,tengrow,fhhhhhrhfrxh,KOTRA_SNS,dtehydtreyhrtdg,330510.0,
TH,tengrow,Yala,KOTRA_SNS,♥ I Need Allah In My Life ♥ge,330510.0,
US,tengrow,SDEGGDEGSDEZGDEG,KOTRA_SNS,g,330510.0,
US,tengrow,hjh@gmil.com,KOTRA_SNS,fdrbhg,330510.0,
TH,tengrow,Surat Thani,KOTRA_SNS,ghghghghghghnb,330510.0,
US,tengrow,HFTTYH,KOTRA_SNS,grwgvrwgrg,330510.0,
US,tengrow,sfsffd,KOTRA_SNS,"Bangkok, Thailand",330510.0,
US,tengrow,iloveyou@gmail.com,KOTRA_SNS,iloveyou@gmail.com,330510.0,
US,tengrow,zsgsdzegsdezg,KOTRA_SNS,frbhfdbhfdbhdf,330510.0,
TH,tengrow,Nakhon Sawan,KOTRA_SNS,sdzgvszgvs,330510.0,
US,tengrow,degysrwgydr5eyh,KOTRA_SNS,devfsdwrvgsrgsr,330510.0,
AL,derma_316_cera_cream,Agartala,KOTRA_SNS,extra,330499.0,
US,cc_cleanser,Middletown,KOTRA_SNS,Work from home,330499.0,
US,cc_cleanser,North East,KOTRA_SNS,Headleyshanna@gmail.com,330499.0,
US,cc_cleanser,phx arizona,KOTRA_SNS,none,330499.0,
US,dermal_filler,Ksa,KOTRA_SNS,Ksa,330499.0,
SA,dermal_filler,Dammam,KOTRA_SNS,smc,330499.0,
SA,dermal_filler,Jed,KOTRA_SNS,IMS,330499.0,
AE,dermal_filler,Dubai,KOTRA_SNS,Style age fz llc,330499.0,
US,kralle_gel,Flushing,KOTRA_SNS,bus company,330430.0,
US,kralle_gel,Canoga park,KOTRA_SNS,Beauty By Goddess,330430.0,
US,kralle_gel,Ocean View,KOTRA_SNS,Ladiva supply,330430.0,
VN,kralle_gel,Hanoi,KOTRA_SNS,Cng ty TNHH Du Lch v S Kin Traveltastic,330430.0,
US,kralle_gel,Thnh ph H Ch Minh,KOTRA_SNS,F&B,330430.0,
VN,kralle_gel,h ni,KOTRA_SNS,Nguyn anh holding,330430.0,
VN,kralle_gel,hcm,KOTRA_SNS,Hoan Vu store,330430.0,
VN,kralle_gel,Ho Chi Minh City,KOTRA_SNS,HOANG GIA VIET IMPORT EXPORT COMPANY LIMITED,330430.0,
ID,sunmihan_gin_booster_fluid,Bandung,KOTRA_SNS,PERSIB Bandung,330499.0,
ID,sunmihan_gin_relaxing_cream,Palembang,KOTRA_SNS,PT Nusantara,330499.0,
ID,sunmihan_gin_vita_powder_wash,bandung,KOTRA_SNS,y,330420.0,
US,sunmihan_gin_mist_serum,Ty Ninh,KOTRA_SNS,World Health Organization,330499.0,
ID,sunmihan_gin_relaxing_cream,Jakarta,KOTRA_SNS,Dirumah Aja tetap gajian,330499.0,
ID,sunmihan_gin_mist_serum,Tangerang,KOTRA_SNS,Tidak punya,330499.0,
VN,sunmihan_gin_relaxing_cream,h ni,KOTRA_SNS,Nguyn anh holding,330499.0,
ID,sunmihan_gin_relaxing_cream,makassar,KOTRA_SNS,Komp. Pasar butung makassar,330499.0,
ID,sunmihan_gin_vita_powder_wash,Bandung,KOTRA_SNS,PERSIB Bandung,330420.0,
ID,sunmihan_gin_relaxing_cream,Semarang,KOTRA_SNS,PT. Pangestu Putra Indonesia,330499.0,
ID,sunmihan_gin_relaxing_cream,hgdygg,KOTRA_SNS,Dior,330499.0,
ID,sunmihan_gin_vita_powder_wash,Nabire,KOTRA_SNS,pengangguran,330420.0,
ID,sunmihan_gin_booster_fluid,Cengkareng,KOTRA_SNS,lonte tempek busuk,330499.0,
ID,sunmihan_gin_mist_serum,Balikpa,KOTRA_SNS,indonesia,330499.0,
VN,sunmihan_gin_relaxing_cream,h ni,KOTRA_SNS,Nguyn anh holding,330499.0,
ES,Beauty,Madrid,KOTRA_SNS,Saludtrade,330499.0,
ES,Beauty,Valencia,KOTRA_SNS,BRV Spain,330499.0,
ES,Beauty,Madrid,KOTRA_SNS,Total Freight,330499.0,
ES,Beauty,Sevilla,KOTRA_SNS,Total Pharma,330499.0,
ES,Beauty,Barcelona,KOTRA_SNS,KOSS,330499.0,
ES,Beauty,Barcelona,KOTRA_SNS,Yaksok Cosmetics,330499.0,
ES,Beauty,Barcelona,KOTRA_SNS,Miss Manitas,330499.0,
cn,Beauty,shenzhen,KOTRA_SNS,SHANGHAI DIANHELV TECHNOLOGY CO LTD,330499.0,
KH,Dermal Infusion,Phnom Penh,KOTRA_SNS,"ADVANCE HEALTHCARE CO.,LTD & CARE PLUS MART PHARMACY",330499.0,
KH,Dermal Infusion,Phnom Penh,KOTRA_SNS,ALLIANCE PHARMA CAMBODGE,330499.0,
KH,Dermal Infusion,Phnom Penh,KOTRA_SNS,ARUN REAKSMEY PHARMA,330499.0,
KH,Dermal Infusion,Phnom Penh,KOTRA_SNS,ARUN REASMEY PHARMA CO. LTD.,330499.0,
KH,Dermal Infusion,Phnom Penh,KOTRA_SNS,ARUNREASMEY PHARMA,330499.0,
cn,Beauty,Shenzhen,KOTRA_SNS,"SHENZHEN JINJIULONG TRADE CO., LTD",330499.0,
cn,Beauty,SHENZHEN,KOTRA_SNS,"GUANGZHOU SHINA TRADING CO., LTD.",330499.0,
cn,beauty,SHENZHEN,KOTRA_SNS,"shanghai xin song trade co.,LTD",330499.0,
cn,Beauty,shenzhen,KOTRA_SNS,QINGKONG KEJI,330499.0,
GH,furniture_&_home_decor,Axim,KOTRA_SNS,Franvida group,330749.0,
GH,medical_equipment,Kumasi,KOTRA_SNS,Amponsah-Efah Pharmaceuticals Ltd,330499.0,
GH,medical_equipment,Tema,KOTRA_SNS,New Crystal Health Services,330499.0,
US,medical_equipment,Sunyani,KOTRA_SNS,Nissih farms,330499.0,
GH,furniture_&_home_decor,Accra,KOTRA_SNS,Axewood Tekniks,330749.0,
GH,medical_equipment,Accra,KOTRA_SNS,Electro-Control Engineering Services,330499.0,
GH,medical_equipment,Ga east,KOTRA_SNS,Nuansapa solutions and and research institute,330499.0,
GH,medical_equipment,Tarkwa,KOTRA_SNS,Gold Fields,330499.0,
GB,furniture_&_home_decor,London,KOTRA_SNS,ALFANSO FURNITURE WORKS,330749.0,
GH,furniture_&_home_decor,Accra,KOTRA_SNS,Kopadom Logistics,330749.0,
GH,medical_equipment,Accra,KOTRA_SNS,A&M Life Solutions,330499.0,
GH,medical_equipment,Accra,KOTRA_SNS,intelligent laboratories,330499.0,
GH,furniture_&_home_decor,Takoradi,KOTRA_SNS,Arivee,330749.0,
GH,furniture_&_home_decor,Accra,KOTRA_SNS,ONEGHANA LOGISTICS,330749.0,
GH,furniture_&_home_decor,Accra,KOTRA_SNS,Bank Of Ghana,330749.0,
GH,furniture_&_home_decor,Accra,KOTRA_SNS,vishonz networks ltd,330749.0,
GH,medical_equipment,Accra,KOTRA_SNS,Exca  Vados Ltd,330499.0,
US,furniture_&_home_decor,Accra,KOTRA_SNS,Corporate Technology Limited,330749.0,
GH,medical_equipment,Kumasi,KOTRA_SNS,Tambro & co-o lmt,330499.0,
GH,furniture_&_home_decor,Kumasi,KOTRA_SNS,Gastee Trading,330749.0,
GH,furniture_&_home_decor,Accra,KOTRA_SNS,Black Sugar Enterprise,330749.0,
GH,furniture_&_home_decor,Accra,KOTRA_SNS,Ghana Broadcasting Corporation - GBC,330749.0,
GH,medical_equipment,Accra,KOTRA_SNS,amistad medical equipments,330499.0,
GH,medical_equipment,Accra,KOTRA_SNS,Nhyiraba Medical,330499.0,
GH,furniture_&_home_decor,Accra,KOTRA_SNS,Deolux Essentials,330749.0,
GH,furniture_&_home_decor,accra,KOTRA_SNS,Babasanos Enterprise,330749.0,
GH,furniture_&_home_decor,Accra,KOTRA_SNS,StartOA,330749.0,
GH,furniture_&_home_decor,Accra,KOTRA_SNS,Founder/Creative Director Events Major,330749.0,
GH,medical_equipment,Accra,KOTRA_SNS,Airport Management Resources,330499.0,
GH,furniture_&_home_decor,Accra,KOTRA_SNS,Trase Media and Communications,330749.0,
GH,beauty,Kumasi,KOTRA_SNS,Kablat's,330499.0,
GH,beauty,Accra,KOTRA_SNS,"Makola Market Accra, Ghana",330499.0,
GH,beauty,Accra,KOTRA_SNS,Student,330499.0,
GH,beauty,Kumasi,KOTRA_SNS,Kiki’s wigcity,330499.0,
AR,beauty,Accra,KOTRA_SNS,Student,330499.0,
GH,beauty,Obuasi,KOTRA_SNS,Q NET GHANA,330499.0,
GH,beauty,Accra,KOTRA_SNS,Eylimited,330499.0,
GH,beauty,Kumasi,KOTRA_SNS,Lovely beauty,330499.0,
GH,beauty,Accra,KOTRA_SNS,No,330499.0,
GH,beauty,techiman Bono East,KOTRA_SNS,Sweet Stephen Ventures,330499.0,
GH,beauty,Toronto,KOTRA_SNS,"China textile and garment import and export co., ltd",330499.0,
GH,beauty,Accra,KOTRA_SNS,Perfect kitchen,330499.0,
GH,beauty,Cape Coast,KOTRA_SNS,,330499.0,
GH,beauty,Accra,KOTRA_SNS,Skinfestgh,330499.0,
GH,beauty,Tema,KOTRA_SNS,Armed Forces of the Republic of Ghana,330499.0,
GH,beauty,Accra,KOTRA_SNS,MandyHaven,330499.0,
GH,beauty,Takoradi,KOTRA_SNS,Sky Packing Material Trd: LLC,330499.0,
GH,beauty,Accra,KOTRA_SNS,Freams shop everything,330499.0,
GH,beauty,Accra,KOTRA_SNS,Ghanaian,330499.0,
GH,beauty,Accra,KOTRA_SNS,genx trading,330499.0,
GH,beauty,Accra,KOTRA_SNS,TAC,330499.0,
GH,beauty,Accra,KOTRA_SNS,Varcity,330499.0,
cn,Beauty,shenzhen,KOTRA_SNS,SHENZHEN BAITU TRADE CO LTD,330499.0,
cn,Beauty,shenzhen,KOTRA_SNS,KKT,330499.0,
cn,Beauty,shenzhen,KOTRA_SNS,"Zhongshan Shiwu Network Technology Co., Ltd",330499.0,
